ALLER_TYPE,RETURN_TYPE,AIRLINE_ALLER,AIRLINE_RETOUR,CITY_ARRIVAL,CITY_DEPARTURE,DATE_DE_DEPART,DATE_DE_RETOUR,HOR_ARRI,HOR_DEP,HOR_DEP_RETOUR,HOR_RETOUR,PRICE,FLIGHT_DURATION_DEPARTURE,FLIGHT_DURATION_RETURN,SEASON,FLIGHT_ROUTE,PRICE_CATEGORY
Vol direct,2 escales,Ryanair,Delta Air Lines,Rio de Janeiro,Vienna,2023-03-11,2023-04-27,05:10:00,21:10:00,08:21:00,17:03:00,180,960,522,Spring,Vienna - Rio de Janeiro,Budget
1 esclae,2 escales,Japan Airlines,Ryanair,Tangier,Stockholm,2023-01-04,2023-05-02,06:14:00,21:07:00,07:21:00,10:03:00,954,893,162,Winter,Stockholm - Tangier,Premium
2 esclaes,1 escale,KLM Royal Dutch Airlines,Japan Airlines,Rome,Moscow,2023-05-08,2023-06-12,04:17:00,17:09:00,11:06:00,11:56:00,284,772,50,Spring,Moscow - Rome,Standard
1 esclae,2 escales,United Airlines,Japan Airlines,Sydney,Berlin,2023-07-12,2023-07-28,03:49:00,06:40:00,05:21:00,19:00:00,877,171,819,Summer,Berlin - Sydney,Premium
Vol direct,2 escales,AirAsia,Japan Airlines,Rome,Stockholm,2023-06-19,2023-07-02,02:55:00,17:38:00,02:04:00,04:47:00,818,883,163,Summer,Stockholm - Rome,Premium
Vol direct,Vol direct,China Eastern Airlines,United Airlines,Moscow,Copenhagen,2023-04-20,2023-07-30,04:04:00,09:43:00,13:13:00,13:45:00,861,339,32,Spring,Copenhagen - Moscow,Premium
1 esclae,Vol direct,AirAsia,JetBlue Airways,Delhi,Istanbul,2023-07-10,2023-07-25,01:18:00,00:10:00,00:34:00,02:37:00,185,68,123,Summer,Istanbul - Delhi,Budget
2 esclaes,1 escale,Alitalia,Japan Airlines,Marrakech,New York,2023-07-11,2023-07-13,04:16:00,01:07:00,06:51:00,11:00:00,317,189,249,Summer,New York - Marrakech,Standard
Vol direct,2 escales,Southwest Airlines,Ryanair,Delhi,Athens,2023-02-11,2023-05-27,06:24:00,01:54:00,02:11:00,12:34:00,814,270,623,Winter,Athens - Delhi,Premium
1 esclae,1 escale,Singapore Airlines,JetBlue Airways,Delhi,Vienna,2023-03-26,2023-05-22,06:51:00,19:14:00,21:48:00,23:16:00,80,743,88,Spring,Vienna - Delhi,Budget
1 esclae,Vol direct,AirAsia,Southwest Airlines,Sydney,London,2023-07-25,2023-07-30,06:43:00,19:11:00,08:27:00,20:14:00,459,748,707,Summer,London - Sydney,Standard
1 esclae,Vol direct,JetBlue Airways,Alitalia,Stockholm,Rabat,2023-05-13,2023-07-31,03:36:00,13:25:00,08:44:00,22:51:00,114,589,847,Spring,Rabat - Stockholm,Budget
1 esclae,1 escale,AirAsia,Singapore Airlines,Stockholm,Marrakech,2023-05-27,2023-07-01,01:24:00,15:27:00,07:06:00,14:27:00,817,843,441,Spring,Marrakech - Stockholm,Premium
Vol direct,2 escales,Singapore Airlines,United Airlines,Paris,Los Angeles,2023-01-07,2023-05-30,06:46:00,20:15:00,05:29:00,19:39:00,546,809,850,Winter,Los Angeles - Paris,Premium
1 esclae,2 escales,Delta Air Lines,Delta Air Lines,Vienna,San Francisco,2023-05-09,2023-06-05,05:19:00,22:54:00,10:13:00,11:01:00,486,1055,48,Spring,San Francisco - Vienna,Standard
1 esclae,Vol direct,Ryanair,Qantas,Casablanca,Tangier,2023-07-24,2023-07-27,03:18:00,08:31:00,12:00:00,23:17:00,515,313,677,Summer,Tangier - Casablanca,Premium
Vol direct,Vol direct,Lufthansa,JetBlue Airways,Istanbul,Moscow,2023-02-10,2023-03-16,06:44:00,08:55:00,04:19:00,06:07:00,757,131,108,Winter,Moscow - Istanbul,Premium
Vol direct,1 escale,Ryanair,Turkish Airlines,Cairo,Amsterdam,2023-07-05,2023-07-17,01:24:00,16:23:00,19:20:00,22:43:00,242,899,203,Summer,Amsterdam - Cairo,Standard
Vol direct,1 escale,Qantas,Ryanair,Athens,Amsterdam,2023-03-07,2023-04-29,06:08:00,22:02:00,01:03:00,06:37:00,211,954,334,Spring,Amsterdam - Athens,Standard
1 esclae,Vol direct,China Eastern Airlines,Emirates,Tokyo,New York,2023-05-02,2023-06-22,01:36:00,17:04:00,00:03:00,10:03:00,728,928,600,Spring,New York - Tokyo,Premium
1 esclae,Vol direct,Ryanair,Delta Air Lines,Los Angeles,Delhi,2023-04-24,2023-07-04,05:42:00,07:30:00,13:54:00,17:46:00,263,108,232,Spring,Delhi - Los Angeles,Standard
1 esclae,Vol direct,ANA - All Nippon Airways,Lufthansa,Rabat,Rio de Janeiro,2023-04-28,2023-04-30,05:21:00,20:56:00,01:54:00,03:28:00,972,935,94,Spring,Rio de Janeiro - Rabat,Premium
Vol direct,Vol direct,Turkish Airlines,Southwest Airlines,Moscow,New York,2023-05-28,2023-07-30,04:28:00,01:06:00,17:23:00,21:32:00,56,202,249,Spring,New York - Moscow,Budget
1 esclae,2 escales,China Eastern Airlines,AirAsia,Cairo,Rio de Janeiro,2023-03-29,2023-07-09,02:17:00,20:52:00,08:01:00,21:35:00,593,1115,814,Spring,Rio de Janeiro - Cairo,Premium
1 esclae,1 escale,ANA - All Nippon Airways,Royal Air Maroc,Stockholm,San Francisco,2023-01-26,2023-04-28,02:43:00,17:34:00,04:45:00,21:17:00,291,891,992,Winter,San Francisco - Stockholm,Standard
2 esclaes,2 escales,Qantas,Southwest Airlines,San Francisco,Rome,2023-01-02,2023-02-03,03:10:00,12:38:00,06:39:00,17:41:00,939,568,662,Winter,Rome - San Francisco,Premium
1 esclae,Vol direct,Delta Air Lines,Air Canada,Rome,Istanbul,2023-02-12,2023-03-31,01:34:00,05:36:00,21:32:00,22:51:00,447,242,79,Winter,Istanbul - Rome,Standard
2 esclaes,2 escales,Japan Airlines,Delta Air Lines,Fes,Istanbul,2023-05-15,2023-05-23,04:13:00,12:08:00,11:30:00,19:38:00,341,475,488,Spring,Istanbul - Fes,Standard
1 esclae,Vol direct,Lufthansa,Singapore Airlines,Vienna,Rome,2023-01-29,2023-06-27,05:39:00,06:09:00,18:20:00,20:39:00,85,30,139,Winter,Rome - Vienna,Budget
1 esclae,1 escale,Air France,Emirates,Moscow,Los Angeles,2023-02-19,2023-03-27,03:33:00,21:35:00,15:13:00,17:57:00,134,1082,164,Winter,Los Angeles - Moscow,Budget
Vol direct,Vol direct,Qatar Airways,Qantas,Paris,Casablanca,2023-06-08,2023-06-28,05:11:00,04:44:00,09:57:00,20:19:00,434,27,622,Summer,Casablanca - Paris,Standard
1 esclae,2 escales,Alitalia,American Airlines,Copenhagen,Delhi,2023-06-13,2023-07-17,04:42:00,07:19:00,10:04:00,17:53:00,428,157,469,Summer,Delhi - Copenhagen,Standard
2 esclaes,1 escale,Cathay Pacific,United Airlines,San Francisco,Dublin,2023-04-04,2023-04-12,05:53:00,10:19:00,19:19:00,22:01:00,158,266,162,Spring,Dublin - San Francisco,Budget
2 esclaes,Vol direct,Qatar Airways,American Airlines,Moscow,Tokyo,2023-04-25,2023-06-12,06:45:00,10:20:00,05:03:00,13:08:00,771,215,485,Spring,Tokyo - Moscow,Premium
1 esclae,1 escale,British Airways,Emirates,Rio de Janeiro,Rome,2023-02-03,2023-06-29,01:58:00,13:42:00,07:41:00,10:56:00,198,704,195,Winter,Rome - Rio de Janeiro,Budget
2 esclaes,Vol direct,Etihad Airways,Finnair,New York,San Francisco,2023-02-06,2023-02-20,04:47:00,21:52:00,20:06:00,23:29:00,175,1025,203,Winter,San Francisco - New York,Budget
Vol direct,Vol direct,Air Canada,Ryanair,Stockholm,Fes,2023-03-20,2023-06-11,05:04:00,20:48:00,13:37:00,15:43:00,972,944,126,Spring,Fes - Stockholm,Premium
Vol direct,Vol direct,AirAsia,Southwest Airlines,London,Rabat,2023-01-12,2023-06-13,06:50:00,01:04:00,16:24:00,23:34:00,788,346,430,Winter,Rabat - London,Premium
1 esclae,1 escale,Southwest Airlines,Etihad Airways,Paris,Amsterdam,2023-04-27,2023-06-21,01:08:00,16:00:00,00:52:00,04:13:00,688,892,201,Spring,Amsterdam - Paris,Premium
Vol direct,Vol direct,Air Canada,ANA - All Nippon Airways,Moscow,Amsterdam,2023-06-17,2023-07-05,04:04:00,17:32:00,13:47:00,14:35:00,860,808,48,Summer,Amsterdam - Moscow,Premium
1 esclae,Vol direct,Singapore Airlines,Ryanair,Moscow,Cairo,2023-03-29,2023-06-13,06:21:00,12:54:00,17:51:00,21:29:00,150,393,218,Spring,Cairo - Moscow,Budget
1 esclae,2 escales,Japan Airlines,Ryanair,London,Cairo,2023-02-25,2023-03-18,04:57:00,19:31:00,12:30:00,14:35:00,542,874,125,Winter,Cairo - London,Premium
1 esclae,1 escale,Southwest Airlines,Southwest Airlines,Istanbul,Amsterdam,2023-06-18,2023-07-28,01:23:00,12:18:00,12:27:00,23:55:00,150,655,688,Summer,Amsterdam - Istanbul,Budget
2 esclaes,1 escale,KLM Royal Dutch Airlines,Emirates,Paris,Los Angeles,2023-06-14,2023-07-19,02:08:00,16:56:00,07:09:00,21:56:00,368,888,887,Summer,Los Angeles - Paris,Standard
2 esclaes,2 escales,Southwest Airlines,Ryanair,New York,San Francisco,2023-07-07,2023-07-16,02:54:00,23:46:00,01:23:00,21:00:00,214,1252,1177,Summer,San Francisco - New York,Standard
2 esclaes,2 escales,Alitalia,Ryanair,Vienna,Moscow,2023-04-16,2023-07-05,03:39:00,13:44:00,02:32:00,04:39:00,86,605,127,Spring,Moscow - Vienna,Budget
1 esclae,1 escale,Qantas,ANA - All Nippon Airways,Paris,San Francisco,2023-04-28,2023-06-08,01:07:00,05:42:00,16:23:00,17:09:00,564,275,46,Spring,San Francisco - Paris,Premium
1 esclae,1 escale,Turkish Airlines,United Airlines,Vienna,Stockholm,2023-03-31,2023-07-17,01:13:00,07:23:00,17:48:00,20:23:00,424,370,155,Spring,Stockholm - Vienna,Standard
2 esclaes,Vol direct,Qantas,Delta Air Lines,Rabat,Casablanca,2023-03-16,2023-06-09,05:50:00,13:49:00,01:39:00,07:16:00,861,479,337,Spring,Casablanca - Rabat,Premium
Vol direct,1 escale,KLM Royal Dutch Airlines,Delta Air Lines,Berlin,New York,2023-02-26,2023-07-24,02:56:00,23:29:00,09:18:00,23:16:00,447,1233,838,Winter,New York - Berlin,Standard
2 esclaes,Vol direct,Emirates,Southwest Airlines,Rome,Barcelona,2023-05-18,2023-06-07,02:59:00,11:58:00,05:55:00,20:01:00,198,539,846,Spring,Barcelona - Rome,Budget
1 esclae,2 escales,Air France,Royal Air Maroc,Tangier,Cairo,2023-03-29,2023-07-02,01:17:00,12:51:00,02:25:00,12:38:00,75,694,613,Spring,Cairo - Tangier,Budget
2 esclaes,1 escale,Air France,United Airlines,San Francisco,Tokyo,2023-02-14,2023-06-27,03:24:00,20:18:00,21:02:00,23:11:00,146,1014,129,Winter,Tokyo - San Francisco,Budget
1 esclae,2 escales,AirAsia,Etihad Airways,Cairo,Amsterdam,2023-01-15,2023-03-28,05:49:00,00:16:00,13:40:00,22:34:00,276,333,534,Winter,Amsterdam - Cairo,Standard
2 esclaes,Vol direct,Etihad Airways,Finnair,Stockholm,Tangier,2023-01-03,2023-01-12,06:55:00,23:35:00,16:51:00,22:32:00,808,1000,341,Winter,Tangier - Stockholm,Premium
1 esclae,1 escale,Emirates,Emirates,Moscow,Cairo,2023-05-17,2023-07-02,02:38:00,14:27:00,07:58:00,17:38:00,194,709,580,Spring,Cairo - Moscow,Budget
Vol direct,1 escale,Air France,Qantas,Barcelona,Delhi,2023-04-17,2023-06-18,01:25:00,02:18:00,07:45:00,08:01:00,624,53,16,Spring,Delhi - Barcelona,Premium
2 esclaes,2 escales,KLM Royal Dutch Airlines,Etihad Airways,Sydney,Cairo,2023-06-07,2023-07-17,01:43:00,04:37:00,21:51:00,23:37:00,578,174,106,Summer,Cairo - Sydney,Premium
2 esclaes,2 escales,Qantas,Lufthansa,London,Athens,2023-06-05,2023-07-11,01:34:00,15:18:00,11:28:00,16:58:00,817,824,330,Summer,Athens - London,Premium
1 esclae,2 escales,Ryanair,ANA - All Nippon Airways,Copenhagen,Los Angeles,2023-07-04,2023-07-25,05:29:00,04:32:00,16:29:00,16:49:00,148,57,20,Summer,Los Angeles - Copenhagen,Budget
2 esclaes,Vol direct,Virgin Atlantic,Royal Air Maroc,Berlin,Delhi,2023-01-07,2023-05-25,06:01:00,11:56:00,08:03:00,18:09:00,312,355,606,Winter,Delhi - Berlin,Standard
Vol direct,2 escales,JetBlue Airways,Ryanair,Rio de Janeiro,Amsterdam,2023-01-26,2023-07-28,01:51:00,07:49:00,02:30:00,19:38:00,885,358,1028,Winter,Amsterdam - Rio de Janeiro,Premium
2 esclaes,Vol direct,AirAsia,Etihad Airways,London,Rome,2023-03-26,2023-04-10,03:57:00,03:07:00,15:16:00,21:26:00,521,50,370,Spring,Rome - London,Premium
Vol direct,Vol direct,Etihad Airways,Lufthansa,Sydney,Casablanca,2023-03-19,2023-06-01,01:14:00,17:41:00,06:25:00,12:42:00,505,987,377,Spring,Casablanca - Sydney,Premium
2 esclaes,2 escales,JetBlue Airways,British Airways,Tokyo,Dublin,2023-03-21,2023-05-15,06:04:00,00:07:00,03:23:00,11:11:00,916,357,468,Spring,Dublin - Tokyo,Premium
Vol direct,1 escale,Delta Air Lines,Turkish Airlines,Barcelona,Tangier,2023-07-13,2023-07-30,03:35:00,12:09:00,18:53:00,22:02:00,186,514,189,Summer,Tangier - Barcelona,Budget
Vol direct,2 escales,Lufthansa,Lufthansa,Athens,Sydney,2023-02-26,2023-05-10,02:22:00,06:33:00,11:40:00,16:46:00,940,251,306,Winter,Sydney - Athens,Premium
Vol direct,Vol direct,JetBlue Airways,Ryanair,Rio de Janeiro,London,2023-02-24,2023-07-09,03:30:00,23:30:00,00:51:00,08:49:00,375,1200,478,Winter,London - Rio de Janeiro,Standard
2 esclaes,Vol direct,Cathay Pacific,Singapore Airlines,London,Copenhagen,2023-02-10,2023-05-09,05:59:00,00:11:00,00:55:00,19:03:00,954,348,1088,Winter,Copenhagen - London,Premium
2 esclaes,1 escale,Lufthansa,British Airways,London,Stockholm,2023-05-09,2023-06-05,06:31:00,08:40:00,04:08:00,16:07:00,181,129,719,Spring,Stockholm - London,Budget
1 esclae,2 escales,British Airways,China Eastern Airlines,Casablanca,Sydney,2023-05-11,2023-07-10,04:53:00,03:08:00,00:07:00,07:26:00,489,105,439,Spring,Sydney - Casablanca,Standard
1 esclae,1 escale,Ryanair,ANA - All Nippon Airways,Sydney,Rome,2023-01-05,2023-05-23,04:43:00,17:22:00,14:38:00,16:30:00,853,759,112,Winter,Rome - Sydney,Premium
Vol direct,1 escale,Ryanair,JetBlue Airways,Rabat,San Francisco,2023-04-08,2023-04-26,03:41:00,02:40:00,10:16:00,16:49:00,589,61,393,Spring,San Francisco - Rabat,Premium
Vol direct,1 escale,Air France,Ryanair,Paris,Sydney,2023-05-05,2023-06-26,04:14:00,17:58:00,20:13:00,23:15:00,879,824,182,Spring,Sydney - Paris,Premium
Vol direct,1 escale,China Eastern Airlines,Royal Air Maroc,Moscow,Tangier,2023-06-17,2023-07-23,04:46:00,19:05:00,14:24:00,22:26:00,280,859,482,Summer,Tangier - Moscow,Standard
Vol direct,2 escales,Ryanair,AirAsia,Tangier,Marrakech,2023-07-17,2023-07-25,05:10:00,09:46:00,06:46:00,07:17:00,490,276,31,Summer,Marrakech - Tangier,Standard
Vol direct,2 escales,British Airways,Royal Air Maroc,Amsterdam,Delhi,2023-04-26,2023-06-20,02:15:00,13:12:00,20:03:00,21:59:00,651,657,116,Spring,Delhi - Amsterdam,Premium
1 esclae,Vol direct,Delta Air Lines,Emirates,Dublin,Fes,2023-03-08,2023-07-19,05:54:00,12:38:00,10:35:00,19:07:00,924,404,512,Spring,Fes - Dublin,Premium
2 esclaes,1 escale,AirAsia,Delta Air Lines,Copenhagen,Dublin,2023-05-08,2023-05-24,06:54:00,05:02:00,11:45:00,14:19:00,682,112,154,Spring,Dublin - Copenhagen,Premium
2 esclaes,2 escales,Turkish Airlines,British Airways,London,Tokyo,2023-05-07,2023-07-30,04:37:00,16:40:00,15:49:00,17:09:00,899,723,80,Spring,Tokyo - London,Premium
2 esclaes,1 escale,China Eastern Airlines,ANA - All Nippon Airways,Fes,Athens,2023-07-18,2023-07-22,06:33:00,06:06:00,08:13:00,13:27:00,433,27,314,Summer,Athens - Fes,Standard
Vol direct,Vol direct,Alitalia,Alitalia,Vienna,Rabat,2023-07-27,2023-07-29,01:02:00,18:22:00,05:27:00,18:55:00,57,1040,808,Summer,Rabat - Vienna,Budget
2 esclaes,2 escales,Southwest Airlines,JetBlue Airways,Rome,Tangier,2023-06-28,2023-07-04,02:13:00,14:43:00,19:37:00,21:51:00,537,750,134,Summer,Tangier - Rome,Premium
Vol direct,2 escales,Air France,Cathay Pacific,Moscow,Istanbul,2023-02-25,2023-04-03,04:17:00,06:31:00,09:19:00,15:28:00,259,134,369,Winter,Istanbul - Moscow,Standard
1 esclae,Vol direct,China Eastern Airlines,JetBlue Airways,Istanbul,Cairo,2023-06-27,2023-07-08,03:08:00,12:06:00,05:06:00,06:41:00,959,538,95,Summer,Cairo - Istanbul,Premium
1 esclae,2 escales,JetBlue Airways,JetBlue Airways,Rome,Stockholm,2023-01-23,2023-06-22,04:06:00,15:34:00,05:17:00,14:12:00,929,688,535,Winter,Stockholm - Rome,Premium
2 esclaes,1 escale,Ryanair,Virgin Atlantic,Barcelona,Casablanca,2023-02-02,2023-07-08,02:20:00,01:21:00,04:27:00,05:44:00,843,59,77,Winter,Casablanca - Barcelona,Premium
Vol direct,1 escale,Emirates,Emirates,Dublin,Paris,2023-07-29,2023-07-31,03:23:00,09:41:00,14:47:00,16:39:00,290,378,112,Summer,Paris - Dublin,Standard
1 esclae,Vol direct,KLM Royal Dutch Airlines,Qatar Airways,Rome,Tangier,2023-04-23,2023-06-05,01:31:00,20:04:00,19:01:00,22:41:00,741,1113,220,Spring,Tangier - Rome,Premium
2 esclaes,Vol direct,Southwest Airlines,Singapore Airlines,Fes,Rabat,2023-04-24,2023-05-14,03:39:00,08:16:00,14:22:00,18:09:00,648,277,227,Spring,Rabat - Fes,Premium
1 esclae,1 escale,Qatar Airways,Virgin Atlantic,Fes,Rio de Janeiro,2023-01-22,2023-02-02,02:21:00,23:54:00,03:02:00,19:08:00,776,1293,966,Winter,Rio de Janeiro - Fes,Premium
1 esclae,2 escales,ANA - All Nippon Airways,Ryanair,Vienna,Rome,2023-07-14,2023-07-20,03:10:00,02:18:00,13:02:00,22:22:00,908,52,560,Summer,Rome - Vienna,Premium
1 esclae,2 escales,Lufthansa,Etihad Airways,Dublin,Amsterdam,2023-07-15,2023-07-28,02:35:00,10:36:00,01:39:00,07:58:00,153,481,379,Summer,Amsterdam - Dublin,Budget
2 esclaes,1 escale,Etihad Airways,Air France,Fes,Moscow,2023-06-11,2023-06-27,02:53:00,13:51:00,02:22:00,04:02:00,660,658,100,Summer,Moscow - Fes,Premium
1 esclae,2 escales,Ryanair,Qatar Airways,Los Angeles,Rome,2023-05-27,2023-06-24,02:40:00,10:46:00,20:50:00,23:04:00,165,486,134,Spring,Rome - Los Angeles,Budget
Vol direct,2 escales,AirAsia,Turkish Airlines,Sydney,Casablanca,2023-05-04,2023-07-01,03:43:00,19:39:00,09:07:00,23:51:00,407,956,884,Spring,Casablanca - Sydney,Standard
2 esclaes,2 escales,Qatar Airways,Ryanair,Amsterdam,Rome,2023-07-15,2023-07-31,06:02:00,18:05:00,08:54:00,21:09:00,805,723,735,Summer,Rome - Amsterdam,Premium
1 esclae,Vol direct,Etihad Airways,Royal Air Maroc,Berlin,Rabat,2023-07-26,2023-07-31,01:27:00,02:39:00,17:17:00,23:01:00,440,72,344,Summer,Rabat - Berlin,Standard
Vol direct,2 escales,Singapore Airlines,Alitalia,London,Rome,2023-07-27,2023-07-30,03:43:00,22:18:00,22:59:00,23:41:00,269,1115,42,Summer,Rome - London,Standard
2 esclaes,2 escales,Air Canada,Finnair,Athens,Tangier,2023-05-19,2023-07-26,05:58:00,08:51:00,00:36:00,22:15:00,895,173,1299,Spring,Tangier - Athens,Premium
Vol direct,2 escales,Air France,Royal Air Maroc,Istanbul,Tangier,2023-02-11,2023-04-25,05:47:00,02:25:00,21:03:00,21:22:00,352,202,19,Winter,Tangier - Istanbul,Standard
2 esclaes,1 escale,Qantas,Delta Air Lines,San Francisco,Istanbul,2023-07-14,2023-07-26,03:55:00,09:12:00,19:56:00,21:55:00,542,317,119,Summer,Istanbul - San Francisco,Premium
1 esclae,2 escales,Air France,Royal Air Maroc,Casablanca,San Francisco,2023-07-04,2023-07-30,02:15:00,03:53:00,02:35:00,14:48:00,685,98,733,Summer,San Francisco - Casablanca,Premium
2 esclaes,2 escales,Qatar Airways,Lufthansa,San Francisco,Tokyo,2023-04-27,2023-06-25,01:42:00,15:36:00,14:37:00,19:57:00,890,834,320,Spring,Tokyo - San Francisco,Premium
Vol direct,1 escale,Air Canada,Air Canada,Istanbul,Rabat,2023-07-24,2023-07-31,02:06:00,01:25:00,12:12:00,14:08:00,819,41,116,Summer,Rabat - Istanbul,Premium
2 esclaes,1 escale,KLM Royal Dutch Airlines,AirAsia,Barcelona,Rio de Janeiro,2023-03-08,2023-07-25,02:30:00,18:56:00,16:14:00,19:05:00,267,986,171,Spring,Rio de Janeiro - Barcelona,Standard
2 esclaes,1 escale,Qantas,Royal Air Maroc,Los Angeles,Rio de Janeiro,2023-07-20,2023-07-30,04:52:00,00:55:00,10:32:00,12:30:00,942,237,118,Summer,Rio de Janeiro - Los Angeles,Premium
1 esclae,1 escale,Air Canada,Royal Air Maroc,Delhi,London,2023-02-02,2023-04-06,02:27:00,07:16:00,09:51:00,22:38:00,53,289,767,Winter,London - Delhi,Budget
1 esclae,1 escale,Turkish Airlines,Qantas,Casablanca,Berlin,2023-05-03,2023-07-22,05:34:00,18:00:00,15:30:00,22:51:00,419,746,441,Spring,Berlin - Casablanca,Standard
1 esclae,Vol direct,Ryanair,Air France,Athens,Barcelona,2023-01-13,2023-06-01,05:42:00,11:59:00,07:25:00,10:30:00,212,377,185,Winter,Barcelona - Athens,Standard
Vol direct,Vol direct,Ryanair,United Airlines,Rome,Barcelona,2023-05-21,2023-07-20,06:03:00,11:59:00,12:58:00,13:27:00,493,356,29,Spring,Barcelona - Rome,Standard
Vol direct,Vol direct,Lufthansa,Lufthansa,Marrakech,London,2023-02-02,2023-06-09,02:18:00,16:54:00,21:29:00,23:54:00,83,876,145,Winter,London - Marrakech,Budget
1 esclae,2 escales,British Airways,Air Canada,Istanbul,Copenhagen,2023-02-13,2023-04-06,04:24:00,19:23:00,22:34:00,23:10:00,591,899,36,Winter,Copenhagen - Istanbul,Premium
2 esclaes,1 escale,Southwest Airlines,JetBlue Airways,Casablanca,Tokyo,2023-06-27,2023-07-07,03:01:00,17:23:00,17:50:00,20:55:00,248,862,185,Summer,Tokyo - Casablanca,Standard
Vol direct,Vol direct,ANA - All Nippon Airways,Qatar Airways,Fes,Amsterdam,2023-05-17,2023-07-27,01:30:00,14:26:00,05:31:00,08:31:00,938,776,180,Spring,Amsterdam - Fes,Premium
1 esclae,2 escales,Air France,Qantas,Rome,Casablanca,2023-02-18,2023-07-09,02:40:00,06:57:00,18:01:00,19:37:00,446,257,96,Winter,Casablanca - Rome,Standard
2 esclaes,Vol direct,Air Canada,Qantas,Amsterdam,Fes,2023-01-21,2023-05-26,01:14:00,13:55:00,06:09:00,10:50:00,618,761,281,Winter,Fes - Amsterdam,Premium
Vol direct,1 escale,Air Canada,Air France,Rome,Rabat,2023-07-14,2023-07-25,06:13:00,00:48:00,01:54:00,14:52:00,910,325,778,Summer,Rabat - Rome,Premium
2 esclaes,2 escales,Singapore Airlines,Air France,Tokyo,Copenhagen,2023-01-21,2023-02-04,06:06:00,17:52:00,13:10:00,17:04:00,981,706,234,Winter,Copenhagen - Tokyo,Premium
2 esclaes,1 escale,American Airlines,Emirates,Marrakech,Copenhagen,2023-07-09,2023-07-20,03:30:00,20:00:00,18:03:00,18:46:00,945,990,43,Summer,Copenhagen - Marrakech,Premium
2 esclaes,2 escales,AirAsia,Air France,Delhi,Barcelona,2023-07-20,2023-07-30,03:30:00,00:29:00,14:59:00,15:29:00,108,181,30,Summer,Barcelona - Delhi,Budget
1 esclae,Vol direct,Ryanair,United Airlines,Los Angeles,Moscow,2023-01-24,2023-02-05,05:42:00,11:35:00,01:03:00,01:53:00,92,353,50,Winter,Moscow - Los Angeles,Budget
Vol direct,1 escale,Emirates,KLM Royal Dutch Airlines,Casablanca,Amsterdam,2023-02-18,2023-02-24,03:45:00,05:14:00,11:13:00,15:27:00,123,89,254,Winter,Amsterdam - Casablanca,Budget
1 esclae,1 escale,Turkish Airlines,Air Canada,Dublin,Stockholm,2023-03-02,2023-04-10,05:38:00,00:12:00,19:11:00,22:15:00,542,326,184,Spring,Stockholm - Dublin,Premium
Vol direct,2 escales,Ryanair,Turkish Airlines,San Francisco,New York,2023-05-25,2023-07-01,06:03:00,23:56:00,17:46:00,19:10:00,694,1073,84,Spring,New York - San Francisco,Premium
2 esclaes,1 escale,Singapore Airlines,Japan Airlines,Casablanca,Berlin,2023-05-21,2023-07-07,05:31:00,20:50:00,06:50:00,18:21:00,231,919,691,Spring,Berlin - Casablanca,Standard
Vol direct,Vol direct,Ryanair,Delta Air Lines,Tokyo,Barcelona,2023-05-30,2023-07-23,02:11:00,01:05:00,11:59:00,15:28:00,388,66,209,Spring,Barcelona - Tokyo,Standard
1 esclae,Vol direct,Turkish Airlines,Ryanair,San Francisco,Amsterdam,2023-02-01,2023-03-14,03:34:00,06:10:00,10:13:00,13:50:00,728,156,217,Winter,Amsterdam - San Francisco,Premium
1 esclae,2 escales,Singapore Airlines,Finnair,Istanbul,Fes,2023-03-02,2023-04-01,02:32:00,06:19:00,18:27:00,22:09:00,456,227,222,Spring,Fes - Istanbul,Standard
2 esclaes,2 escales,Singapore Airlines,American Airlines,Berlin,Amsterdam,2023-07-10,2023-07-24,03:54:00,13:38:00,01:28:00,17:54:00,172,584,986,Summer,Amsterdam - Berlin,Budget
Vol direct,1 escale,Southwest Airlines,Royal Air Maroc,New York,Casablanca,2023-03-22,2023-06-21,01:01:00,08:17:00,17:12:00,18:18:00,847,436,66,Spring,Casablanca - New York,Premium
2 esclaes,1 escale,Emirates,JetBlue Airways,Los Angeles,Tangier,2023-03-08,2023-06-25,02:18:00,15:48:00,20:52:00,23:04:00,560,810,132,Spring,Tangier - Los Angeles,Premium
